"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"N9phTPdlYK+5T65Zp5XSmsMqJPi2qp1acGbnUNEFV9I=","N9phTPdlYK+5T65Zp5XSmsMqJPi2qp1acGbnUNEFV9I=","N9phTPdlYK+5T65Zp5XSmsMqJPi2qp1acGbnUNEFV9I=","","The secret of discipline is motivation. When a man is sufficiently motivated, discipline will take care of itself 👌","","79","453","2018-12-06","en"
"AiVAqj41secsqWMf3TIIAgoqd4RTPzDWotoE6JrH7U=","AiVAqj41secsqWMf3TIIAgoqd4RTPzDWotoE6JrH7U=","AiVAqj41secsqWMf3TIIAgoqd4RTPzDWotoE6JrH7U=","","","","24","31","2018-07-02","en"
"9KRvXXKzV+MfFsUj5cqA0Ato1hmxerOvT3QKAxgAn8=","9KRvXXKzV+MfFsUj5cqA0Ato1hmxerOvT3QKAxgAn8=","9KRvXXKzV+MfFsUj5cqA0Ato1hmxerOvT3QKAxgAn8=","حضرموت","والناس عندي في كفه واليمن عندي في كفه💗
مواطن يماني عاشق لتراب بلده #اليمن 🇾🇪","","108","505","2018-08-23","en"
"TtYbWn3Xg+8eynvwv3W2ESP2GChtbWDSu8b2nTphMQ=","TtYbWn3Xg+8eynvwv3W2ESP2GChtbWDSu8b2nTphMQ=","TtYbWn3Xg+8eynvwv3W2ESP2GChtbWDSu8b2nTphMQ=","","New Account - #Libra","","90","91","2018-11-12","en"
"4XUZIsJuHSTQ3ZWYdX9Axkgp90RCRUQJCSmoNemSy4=","4XUZIsJuHSTQ3ZWYdX9Axkgp90RCRUQJCSmoNemSy4=","4XUZIsJuHSTQ3ZWYdX9Axkgp90RCRUQJCSmoNemSy4=","","ابتسم فالابتسامة تذيب الهموم والأحزان وتوقظ السعادة من سباتها🇦🇪🇦🇪","","84","143","2018-12-16","en"
"bbXJmfvrDyD0pB0GCp0KTr1N7juTo3wA1KJTJRHV5A=","bbXJmfvrDyD0pB0GCp0KTr1N7juTo3wA1KJTJRHV5A=","bbXJmfvrDyD0pB0GCp0KTr1N7juTo3wA1KJTJRHV5A=","Nice, France","Le monde est simple, on le rend compliqué.","","26","46","2019-01-26","fr"
"XgSKjNK4+PvdC1boS6uNd34Sz8oKPQTKLLlxUSIe2u0=","XgSKjNK4+PvdC1boS6uNd34Sz8oKPQTKLLlxUSIe2u0=","XgSKjNK4+PvdC1boS6uNd34Sz8oKPQTKLLlxUSIe2u0=","","اعمل لدنياك كأنك تعيش أبدا .. و اعمل لأخرتك كأنك تموت غدآ 
حفظم الله يا يمن الحبيب 🇾🇪","","24","24","2019-01-30","en"
"aEdqv1+aD1JCeh+R72GitN5TJlwnxnmHe1oK5pmRxfw=","aEdqv1+aD1JCeh+R72GitN5TJlwnxnmHe1oK5pmRxfw=","aEdqv1+aD1JCeh+R72GitN5TJlwnxnmHe1oK5pmRxfw=","Yemen","قول الحق لم يدع لي صديقا.
#اليمن ❤️💪#الحريه_لليمن #الحوثي_قاتل😡","","100","179","2018-03-13","en"
"X2m0pI+TpPEP1x0g98pYgrNW6GFWolhKMpJKRTogk=","X2m0pI+TpPEP1x0g98pYgrNW6GFWolhKMpJKRTogk=","X2m0pI+TpPEP1x0g98pYgrNW6GFWolhKMpJKRTogk=","israel","על מנת להיות בלתי ניתנים להחלפה, אתם חייבים תמיד להיות שונים🤓😎🧐","","1","20","2018-11-05","en"
"Va7h9qFitvPZy4nzuQKR06Etz9K8WYBIA2VCYodGsU=","Va7h9qFitvPZy4nzuQKR06Etz9K8WYBIA2VCYodGsU=","Va7h9qFitvPZy4nzuQKR06Etz9K8WYBIA2VCYodGsU=","","","","0","0","2018-11-13","en"
"DDxRcouyqaN30zJeMXnmxoXxMYAevjoegNPzNUBTCwg=","DDxRcouyqaN30zJeMXnmxoXxMYAevjoegNPzNUBTCwg=","DDxRcouyqaN30zJeMXnmxoXxMYAevjoegNPzNUBTCwg=","Yemen","مناهض لكل أصناف الجرائم الإنسانية اينما كانت كلنا مع #اليمن","","35","57","2018-12-04","en"
"d2uPBoMjiPM3qpAc1b3zKGvSVGLzRlPSKlvuaCI6Y=","d2uPBoMjiPM3qpAc1b3zKGvSVGLzRlPSKlvuaCI6Y=","d2uPBoMjiPM3qpAc1b3zKGvSVGLzRlPSKlvuaCI6Y=","Sudan","‏الفقر يزري ، والنعيم يبجل","","598","466","2018-12-06","en"
"VbDg7rClzBrg06GBk+l3pz8al3KpnpZXTUdymGiPag=","VbDg7rClzBrg06GBk+l3pz8al3KpnpZXTUdymGiPag=","VbDg7rClzBrg06GBk+l3pz8al3KpnpZXTUdymGiPag=","","يمنى مغترب أشق تراب بلادى الأكونت جديد للمتابعات الخاصة باليمن 🙏","","459","387","2018-09-16","en"
"PDVceQmMxB8FbFUXe9sgBbW08x6htBPe1itCXBh3nx0=","PDVceQmMxB8FbFUXe9sgBbW08x6htBPe1itCXBh3nx0=","PDVceQmMxB8FbFUXe9sgBbW08x6htBPe1itCXBh3nx0=","","","","0","2","2018-09-23","en"
"uH7xj5hEpA4k8zw5s9pqypFjbLYMV9GXCj6llZToOCg=","uH7xj5hEpA4k8zw5s9pqypFjbLYMV9GXCj6llZToOCg=","uH7xj5hEpA4k8zw5s9pqypFjbLYMV9GXCj6llZToOCg=","Italy","La vita è come la bicicletta: per stare in equilibrio devi muoverti (A. Einstein). Nulla si crea e nulla si distrugge ma tutto s'incasina. Fozza Inda","","151","481","2018-12-04","en"
"eWDwn5HPhFcQyItMi3mF7fZvxfaDMgrJiZ0gvqajXw=","eWDwn5HPhFcQyItMi3mF7fZvxfaDMgrJiZ0gvqajXw=","eWDwn5HPhFcQyItMi3mF7fZvxfaDMgrJiZ0gvqajXw=","Yemen","عندما يخطئ سهمك لا تفكّر ما سبب الخطأ، ولكن اسحب السّهم الثّاني وفكّر كيف تصيب بطريقةٍ صحيحة. 🙋‍♂️ 🏃‍♂️ 👨‍🚒","","4","64","2018-12-05","en"
"6a9WXa+Goc5IddEkRIlA1aA5gLmiTMC8jhYzL+R5RM=","6a9WXa+Goc5IddEkRIlA1aA5gLmiTMC8jhYzL+R5RM=","6a9WXa+Goc5IddEkRIlA1aA5gLmiTMC8jhYzL+R5RM=","","يمني الي الابد","","2","11","2019-01-20","en"
"8MjV9jpHHNV3AS3GHu2SjyWGWISicLCLQE8ffWV5E=","8MjV9jpHHNV3AS3GHu2SjyWGWISicLCLQE8ffWV5E=","8MjV9jpHHNV3AS3GHu2SjyWGWISicLCLQE8ffWV5E=","United States","Supporting world peace","","38","188","2017-09-14","en"
"00lKRv6fdwhWusqSO6R9jfE1OkJK9oAsrD19qlqn3Ig=","00lKRv6fdwhWusqSO6R9jfE1OkJK9oAsrD19qlqn3Ig=","00lKRv6fdwhWusqSO6R9jfE1OkJK9oAsrD19qlqn3Ig=","Qatar","My Man is my life 🤴👸 i love to go shopping in Qatari malls. #makeup is my passion. 🦋🌟Music makes my life way better #Leo 😍","","105","558","2018-04-27","en"
"hvJmxHRvG7Lo82P7DxdFO7zeeXNyMHn6GDpdNv6eDN0=","hvJmxHRvG7Lo82P7DxdFO7zeeXNyMHn6GDpdNv6eDN0=","hvJmxHRvG7Lo82P7DxdFO7zeeXNyMHn6GDpdNv6eDN0=","","","","93","110","2018-10-03","en"
"TZArofHScUBpVrDWh3JZuODUhYpRiM2FWI1AINQwT0=","TZArofHScUBpVrDWh3JZuODUhYpRiM2FWI1AINQwT0=","TZArofHScUBpVrDWh3JZuODUhYpRiM2FWI1AINQwT0=","Tunisia","الحساب متاعنا باش تخليك متفلت شي🇹🇳","","7","63","2018-12-05","en"
"EaWwEzxYA3P8iYoWxOO8UtIGdWS3hZioHHTyBeGc5A=","EaWwEzxYA3P8iYoWxOO8UtIGdWS3hZioHHTyBeGc5A=","EaWwEzxYA3P8iYoWxOO8UtIGdWS3hZioHHTyBeGc5A=","","A #HumanRights Activist from #USA 🇺🇸","","241","496","2018-12-08","en"
"WeD+UMP3KvPE5l5jMmwg+Hly1BbAWB2zfrRMasvXEXM=","WeD+UMP3KvPE5l5jMmwg+Hly1BbAWB2zfrRMasvXEXM=","WeD+UMP3KvPE5l5jMmwg+Hly1BbAWB2zfrRMasvXEXM=","Shanghai, People's Republic of","33岁，爱连续剧和电影🎥🎬，喜欢看书,有很大的旅馆👳👳","","5","84","2018-12-19","en"
"Om6TdbM2Hm0rfqTGnmkL0XQghpX24THxF5MPJMdyQLE=","Om6TdbM2Hm0rfqTGnmkL0XQghpX24THxF5MPJMdyQLE=","Om6TdbM2Hm0rfqTGnmkL0XQghpX24THxF5MPJMdyQLE=","","","","0","0","2018-12-24","en"
"duv0Fi5PatJUmWfOFfJl9qUmxgWlWQzEdkcyrmI7xBY=","duv0Fi5PatJUmWfOFfJl9qUmxgWlWQzEdkcyrmI7xBY=","duv0Fi5PatJUmWfOFfJl9qUmxgWlWQzEdkcyrmI7xBY=","الجيزة, مصر","انا مش انانيه","","29","24","2019-03-13","ar"
"pBij3T3C5LmtS5wjc0Wx8oH8Ib9vizFpe1By1USLWII=","pBij3T3C5LmtS5wjc0Wx8oH8Ib9vizFpe1By1USLWII=","pBij3T3C5LmtS5wjc0Wx8oH8Ib9vizFpe1By1USLWII=","","","","237","534","2018-07-03","ar"
"+GchTj8VDJ+KytHo6XVu1zac140hq1Pl14CaprWi5PA=","+GchTj8VDJ+KytHo6XVu1zac140hq1Pl14CaprWi5PA=","+GchTj8VDJ+KytHo6XVu1zac140hq1Pl14CaprWi5PA=","Aachen, Germany","Man braucht 2 Jahre um sprechen zu lernen, 50, um schweigen zu lernen","","54","44","2018-09-05","de"
"Oo6QI1XHo9w7z2qdj4WFApzoDSQggENL1mWcRCR4XQ=","Oo6QI1XHo9w7z2qdj4WFApzoDSQggENL1mWcRCR4XQ=","Oo6QI1XHo9w7z2qdj4WFApzoDSQggENL1mWcRCR4XQ=","israel","החיים מתחילים היכן שהפחד נגמר😳","","4","11","2018-11-05","en"
"8HNzA85RFP65068FbLzGCmFKT7sijfrw1HGmA34l7v0=","8HNzA85RFP65068FbLzGCmFKT7sijfrw1HGmA34l7v0=","8HNzA85RFP65068FbLzGCmFKT7sijfrw1HGmA34l7v0=","","Wake up with determination. Go to bed with satisfaction 🥰","","18","43","2018-12-08","en"
"E4Q6qsh9iz4fPJx79rfSZ7FX8NYFfKmHZUNUUbdfW4=","E4Q6qsh9iz4fPJx79rfSZ7FX8NYFfKmHZUNUUbdfW4=","E4Q6qsh9iz4fPJx79rfSZ7FX8NYFfKmHZUNUUbdfW4=","","","","0","0","2019-02-04","en"
"R5mNoff83IjpQagxdihRLfa07Sth9l7+4OkW69RYw74=","R5mNoff83IjpQagxdihRLfa07Sth9l7+4OkW69RYw74=","R5mNoff83IjpQagxdihRLfa07Sth9l7+4OkW69RYw74=","","","","0","0","2018-11-13","en"
"KCy96JkpIjqFmeNFxV8cILY9jKibNqR4jwcO8YKMXL0=","KCy96JkpIjqFmeNFxV8cILY9jKibNqR4jwcO8YKMXL0=","KCy96JkpIjqFmeNFxV8cILY9jKibNqR4jwcO8YKMXL0=","","Addicted to music$","","0","0","2018-11-24","en"
"8T9syszX0pSGp2m+04egGTdnhezTiBAxLKsIhzUPIk=","8T9syszX0pSGp2m+04egGTdnhezTiBAxLKsIhzUPIk=","8T9syszX0pSGp2m+04egGTdnhezTiBAxLKsIhzUPIk=","United Kingdom","I always learn from mistakes of others who take my advice 😅","","210","269","2018-12-03","en"
"cxbEFmD3fpajj0O4bnN22YPRm5sKkKeQKH1R3gpQ0A=","cxbEFmD3fpajj0O4bnN22YPRm5sKkKeQKH1R3gpQ0A=","cxbEFmD3fpajj0O4bnN22YPRm5sKkKeQKH1R3gpQ0A=","Yemen","‏‏‏قلبي ينبض بحب اليمن","","7","40","2019-01-21","en"
"QfZyoEnmabIcpeI5lfgULINiMiUCTiLW+zcPkBOk4=","QfZyoEnmabIcpeI5lfgULINiMiUCTiLW+zcPkBOk4=","QfZyoEnmabIcpeI5lfgULINiMiUCTiLW+zcPkBOk4=","","You can’t start the next chapter of your life if you keep re-reading the last one.👌
🇲🇾","","18","55","2019-02-02","en"
"WyhWjtBUef6IuL3mIBod5U5tRc3RBTzqfUiv1gWvRCs=","WyhWjtBUef6IuL3mIBod5U5tRc3RBTzqfUiv1gWvRCs=","WyhWjtBUef6IuL3mIBod5U5tRc3RBTzqfUiv1gWvRCs=","Yemen","لا يوجد مستحيل أمام من يحاول.
#اليمن ❤️💪#الحريه_لليمن #الحوثي_قاتل😡","","80","154","2018-03-13","en"
"9lbVY+Cbx2QuNuE8X4GUiHCeKfa3LsvS4KtQoLvTj0=","9lbVY+Cbx2QuNuE8X4GUiHCeKfa3LsvS4KtQoLvTj0=","9lbVY+Cbx2QuNuE8X4GUiHCeKfa3LsvS4KtQoLvTj0=","Qatar","I get high on music. My life is not easy, but i love it anyway. Family first 😇 i'll be a model one day 😎","","217","839","2018-04-26","en"
"RxP2B4h3E8Z1F+Mz8rry7Z348mYPTZetlhR+m2yK8c=","RxP2B4h3E8Z1F+Mz8rry7Z348mYPTZetlhR+m2yK8c=","RxP2B4h3E8Z1F+Mz8rry7Z348mYPTZetlhR+m2yK8c=","","","","0","54","2018-06-28","en"
"JS56oEkFtY1KlRHN1KyWFy4gRhKquaULXXDYWChujrc=","JS56oEkFtY1KlRHN1KyWFy4gRhKquaULXXDYWChujrc=","JS56oEkFtY1KlRHN1KyWFy4gRhKquaULXXDYWChujrc=","","","","0","0","2019-01-19","en"
"p10eHK7PAqFg43LtJM7PvHNoHvVshCBu5Bh7Z2h39w4=","p10eHK7PAqFg43LtJM7PvHNoHvVshCBu5Bh7Z2h39w4=","p10eHK7PAqFg43LtJM7PvHNoHvVshCBu5Bh7Z2h39w4=","القاهرة, مصر","Dode","","90","22","2018-07-15","en"
"7RQTMmYu7hXkdvVEC95yn5oqN3jbS4owjkFVMAigBdU=","7RQTMmYu7hXkdvVEC95yn5oqN3jbS4owjkFVMAigBdU=","7RQTMmYu7hXkdvVEC95yn5oqN3jbS4owjkFVMAigBdU=","","‏محلل سياسي يمني 🇾🇪💗💕
‎#اليمن","","89","415","2018-09-12","ar"
"b2Ta8cn4lNnzqMnmhjBb2sbEhTIAe491aSFBlhsio=","b2Ta8cn4lNnzqMnmhjBb2sbEhTIAe491aSFBlhsio=","b2Ta8cn4lNnzqMnmhjBb2sbEhTIAe491aSFBlhsio=","Malaysia","Fight in life Keep your smile even its hard","","4","119","2018-12-03","en"
"DnjS095QQ+BxJvEkOKIlzdfyDgMLQKSlVloyJ0x338=","DnjS095QQ+BxJvEkOKIlzdfyDgMLQKSlVloyJ0x338=","DnjS095QQ+BxJvEkOKIlzdfyDgMLQKSlVloyJ0x338=","United Kingdom","Wearing the entrepreneur hat this week and starting a new business. great plan of attack but no product yet. a dream told me to find the product in a dream","","191","276","2018-12-03","en"
"9n2FNIh9FPmSynrNx93a1x8bDV73wKqGaLtmfi5sybo=","9n2FNIh9FPmSynrNx93a1x8bDV73wKqGaLtmfi5sybo=","9n2FNIh9FPmSynrNx93a1x8bDV73wKqGaLtmfi5sybo=","","Why talk when you can mock? Why hide your Face like I got Mace? Is it all an act or just a Fact. Maybe if you didn’t drool, you’d be cool. Ran out of room boom","","118","180","2018-12-03","en"
"pU08XvC4mruIAjBkzKUmAceGRAi+DGx5B8eN32p1QHQ=","pU08XvC4mruIAjBkzKUmAceGRAi+DGx5B8eN32p1QHQ=","pU08XvC4mruIAjBkzKUmAceGRAi+DGx5B8eN32p1QHQ=","تبریز","‏‏در سقوط هم می توان سهمگین،باشکوه،با صلابت و ‎‎#زیبا بود  این را آبشار به ‎‎#من آموخت… 🙂","","381","917","2018-12-04","en"
"yCF4BVYki25i3ZTSWNTV1SRtJDW0KYECCNj2jhC7eo=","yCF4BVYki25i3ZTSWNTV1SRtJDW0KYECCNj2jhC7eo=","yCF4BVYki25i3ZTSWNTV1SRtJDW0KYECCNj2jhC7eo=","","","","88","95","2018-12-09","en"
"Uuh7ZUHbr5SxG8QdthFDLng0Y5LtM66TtmMKCRGiTpc=","Uuh7ZUHbr5SxG8QdthFDLng0Y5LtM66TtmMKCRGiTpc=","Uuh7ZUHbr5SxG8QdthFDLng0Y5LtM66TtmMKCRGiTpc=","Yemen","","","4","24","2018-02-14","en"
"330NtNbIOq+pXBHj1UWin6FB9d0YutUdq9aXcDifjI=","330NtNbIOq+pXBHj1UWin6FB9d0YutUdq9aXcDifjI=","330NtNbIOq+pXBHj1UWin6FB9d0YutUdq9aXcDifjI=","Yemen","مواطن يمني ومحرر لاخبار اليمن🇾🇪
#حب_الوطن_عباده #اليمن_حره
#الشرعيه","","257","158","2018-03-09","en"
"pTJPGSUrlElSE6jBB0btaTnB7YQ6ColkvQfPVYetkg=","pTJPGSUrlElSE6jBB0btaTnB7YQ6ColkvQfPVYetkg=","pTJPGSUrlElSE6jBB0btaTnB7YQ6ColkvQfPVYetkg=","Yemen","🍃 وإن أصابك حزنٌ تفاءل بأن من جعل للحزن سببًا جعل للفرح أسبابًا🎈💭  💛🌸 ﴿فإن مع العسر يسرًا﴾.","","241","339","2018-03-16","en"
"GKTnLcxXkymbm5fYhcjWcOdxqmvXl3TEt3yZ7ClEpW0=","GKTnLcxXkymbm5fYhcjWcOdxqmvXl3TEt3yZ7ClEpW0=","GKTnLcxXkymbm5fYhcjWcOdxqmvXl3TEt3yZ7ClEpW0=","","لله ما أخذ لله ما اعطى","","62","59","2018-08-22","ar"
"nBIGKR6anYI0KbYVAw98lVw5lGaFFXUkjuy8XQlc=","nBIGKR6anYI0KbYVAw98lVw5lGaFFXUkjuy8XQlc=","nBIGKR6anYI0KbYVAw98lVw5lGaFFXUkjuy8XQlc=","Yemen","To be yourself in a world that is constantly trying to make you something else is the greatest accomplishment","","54","88","2018-09-12","en"
"+bq0wUDMAEWZCa3hyQCrNPKhf1xd2UpFfu5ZOg4A8A=","+bq0wUDMAEWZCa3hyQCrNPKhf1xd2UpFfu5ZOg4A8A=","+bq0wUDMAEWZCa3hyQCrNPKhf1xd2UpFfu5ZOg4A8A=","","","","0","0","2018-11-13","en"
"0V8DGJyfqrfLtJAc9bp2TtsD95oEUV4GdDM0k+AKK8=","0V8DGJyfqrfLtJAc9bp2TtsD95oEUV4GdDM0k+AKK8=","0V8DGJyfqrfLtJAc9bp2TtsD95oEUV4GdDM0k+AKK8=","","","","0","0","2017-04-05","en"
"rXBVqfthgQNjg+sBdMpIler40QLNyGsvB3VQ2uzszdA=","rXBVqfthgQNjg+sBdMpIler40QLNyGsvB3VQ2uzszdA=","rXBVqfthgQNjg+sBdMpIler40QLNyGsvB3VQ2uzszdA=","United Arab Emirates","الأشخاص الواثقون من أنفسهم نادراً ما يشعرون بأنهم مجبرون على الكلام.","","507","988","2018-04-27","en"
"nUblesv9vh4qYAEFlgaAx8YhXhiSdd0j7rqRTqY19X0=","nUblesv9vh4qYAEFlgaAx8YhXhiSdd0j7rqRTqY19X0=","nUblesv9vh4qYAEFlgaAx8YhXhiSdd0j7rqRTqY19X0=","",":)","","60","73","2018-11-22","en"
"18uoMU8dWLVO+fx7QnSKYxSiTEGCo48OA+A9ztj6o=","18uoMU8dWLVO+fx7QnSKYxSiTEGCo48OA+A9ztj6o=","18uoMU8dWLVO+fx7QnSKYxSiTEGCo48OA+A9ztj6o=","","","","0","51","2018-01-23","en"
"rvNTINjqAx0reTu0zkJXLRA1v8zJ1Efzz5b63SZRT9o=","rvNTINjqAx0reTu0zkJXLRA1v8zJ1Efzz5b63SZRT9o=","rvNTINjqAx0reTu0zkJXLRA1v8zJ1Efzz5b63SZRT9o=","Ryazan, Russia","Привет, приятно","","96","317","2018-08-22","en"
"6wkn5JlK6osn8i9jYp+1q8jSfNnYIp9q+BwZyCnCq7w=","6wkn5JlK6osn8i9jYp+1q8jSfNnYIp9q+BwZyCnCq7w=","6wkn5JlK6osn8i9jYp+1q8jSfNnYIp9q+BwZyCnCq7w=","Sudan","لا تيأس، فعادة ما يكون آخر مفتاح في مجموعة المفاتيح هو المناسب لفتح الباب.","","508","445","2018-12-06","en"
"GiGv3khRRUXtbEq0ZFaZ2DPBDfdhQgRjQTvqLNQevY=","GiGv3khRRUXtbEq0ZFaZ2DPBDfdhQgRjQTvqLNQevY=","GiGv3khRRUXtbEq0ZFaZ2DPBDfdhQgRjQTvqLNQevY=","","","","0","0","2018-12-13","en"
"W+o8idp1BgR8Aws4S6PEcUBNssux7Jv3aBvSYosX0U=","W+o8idp1BgR8Aws4S6PEcUBNssux7Jv3aBvSYosX0U=","W+o8idp1BgR8Aws4S6PEcUBNssux7Jv3aBvSYosX0U=","Bremen, Germany","Tanzen, als gäbe es kein Morgen mehr.","","61","218","2018-08-16","de"
"1fzzblZ6ZtYOTk6i2ZF2D2oWfHBLzJhkG5qcAsuY=","1fzzblZ6ZtYOTk6i2ZF2D2oWfHBLzJhkG5qcAsuY=","1fzzblZ6ZtYOTk6i2ZF2D2oWfHBLzJhkG5qcAsuY=","","Hayat istediğim gibi yaşayacam 🤠","","259","365","2018-08-22","en"
"WyrJcQib9OsKBmqhiSDPfoyHZ9bcUn7CtcVh1zrak0Q=","WyrJcQib9OsKBmqhiSDPfoyHZ9bcUn7CtcVh1zrak0Q=","WyrJcQib9OsKBmqhiSDPfoyHZ9bcUn7CtcVh1zrak0Q=","","","","90","27","2018-09-09","en"
"A3drCXRGkNYzHUiiriwH2xDWTn05WXrUnK0W7THpJI=","A3drCXRGkNYzHUiiriwH2xDWTn05WXrUnK0W7THpJI=","A3drCXRGkNYzHUiiriwH2xDWTn05WXrUnK0W7THpJI=","Yemen","‏‏🇾🇪بنت أبوها..اللي يسابقني على الطيب مسبوق واللي يدور زلتي عزتي لة..الدايركت📩 ممنوع ‎‎#يمنية_وأفتخر","","41","70","2018-09-16","en"
"PQHqQkFSZTU7uY6Xun67adEZeTpufnZzNpkt0f+gS3M=","PQHqQkFSZTU7uY6Xun67adEZeTpufnZzNpkt0f+gS3M=","PQHqQkFSZTU7uY6Xun67adEZeTpufnZzNpkt0f+gS3M=","","الله..الوطن 🇦🇪","","62","90","2019-01-20","en"
"Sj256aC+fV9qD8Yru28gOcw89Q8G258tZM2LkVLmqt0=","Sj256aC+fV9qD8Yru28gOcw89Q8G258tZM2LkVLmqt0=","Sj256aC+fV9qD8Yru28gOcw89Q8G258tZM2LkVLmqt0=","","Political Affairs Professor from France 🇫🇷","","0","0","2019-01-31","en"
"0JHiFBvGxqd9nw7pnN6CPNpZzlqNbm9XkDvIpP+2u2Y=","0JHiFBvGxqd9nw7pnN6CPNpZzlqNbm9XkDvIpP+2u2Y=","0JHiFBvGxqd9nw7pnN6CPNpZzlqNbm9XkDvIpP+2u2Y=","Malaysia","Beautiful in her own ways, but unfortunately she haven’t figured out her own beauty.","","9","110","2018-12-03","en"
"5PFSNXXTrS9Oy9yVlGwdzhNn0lGXwHvBqlm06tHeXg=","5PFSNXXTrS9Oy9yVlGwdzhNn0lGXwHvBqlm06tHeXg=","5PFSNXXTrS9Oy9yVlGwdzhNn0lGXwHvBqlm06tHeXg=","Germany","Vielleicht sollten wir manchmal einfach das tun, was uns glücklich macht, und nicht das, was vielleicht am besten ist!👌🏻🤙🏻","","5","43","2018-12-23","en"
"Bwn4iU3OcOKJWQFEQcPSFyd5t4WmrC4go9mYQ9u+dRA=","Bwn4iU3OcOKJWQFEQcPSFyd5t4WmrC4go9mYQ9u+dRA=","Bwn4iU3OcOKJWQFEQcPSFyd5t4WmrC4go9mYQ9u+dRA=","Tunisia","الصفحة متاعنا باش تخليك متفلت شي","https://t.co/Tv0Lavz3d6","1846","495","2017-10-01","en"
"FFOy5FO+JuIC8MWdNRMd3bAAmuac2zxBfgotJU49TGg=","FFOy5FO+JuIC8MWdNRMd3bAAmuac2zxBfgotJU49TGg=","FFOy5FO+JuIC8MWdNRMd3bAAmuac2zxBfgotJU49TGg=","Germany","Sein wahrer Status war seine Menschlichkeit😊","","6","41","2018-12-23","en"
"Ws8isdn2u2dQ1wHBwpZ7GlN7faMCyLT9VtqzfWs=","Ws8isdn2u2dQ1wHBwpZ7GlN7faMCyLT9VtqzfWs=","Ws8isdn2u2dQ1wHBwpZ7GlN7faMCyLT9VtqzfWs=","Somalia","I love learning languages, reading, music and writing","","12","61","2018-11-05","en"
"eF0FyQ9HWdUWzKfo3zzLZdRWTskr8B6z+CbWGh5KO4=","eF0FyQ9HWdUWzKfo3zzLZdRWTskr8B6z+CbWGh5KO4=","eF0FyQ9HWdUWzKfo3zzLZdRWTskr8B6z+CbWGh5KO4=","","","","67","91","2018-11-17","en"
"aTyWiDFC0SOFbUOWQhXWObL3rBnhuGrKlfJWMRhtHNw=","aTyWiDFC0SOFbUOWQhXWObL3rBnhuGrKlfJWMRhtHNw=","aTyWiDFC0SOFbUOWQhXWObL3rBnhuGrKlfJWMRhtHNw=","","Sincere worker ,business man","","0","0","2018-11-24","en"
"Ob6YeB1PBwAuSbZsDvEW4xBms+hQEBlFtJNXjHuxokc=","Ob6YeB1PBwAuSbZsDvEW4xBms+hQEBlFtJNXjHuxokc=","Ob6YeB1PBwAuSbZsDvEW4xBms+hQEBlFtJNXjHuxokc=","Qatar","‏رسمتِ عينيكِ على أوراقي بقلم الرّصاص .. ورسمتُهما أنا بكلّ أشواقي وبكلّ إخلاص","","99","313","2018-12-23","en"
"SZSSWh8BmDr6hpo6NxzkPdneV9auYu+sSHUziudSM=","SZSSWh8BmDr6hpo6NxzkPdneV9auYu+sSHUziudSM=","SZSSWh8BmDr6hpo6NxzkPdneV9auYu+sSHUziudSM=","Israel","‏‏על כל דקה שאתה עצבני, אתה מאבד 60 שניות של אושר 😁","","78","280","2018-12-24","en"
"8LiH8myECMPsQDXKtYxDdMRqpf06D2IV3RziVG4wXhY=","8LiH8myECMPsQDXKtYxDdMRqpf06D2IV3RziVG4wXhY=","8LiH8myECMPsQDXKtYxDdMRqpf06D2IV3RziVG4wXhY=","","ابتسم مادام لك رب رحيم","","90","77","2018-07-16","ar"
"tJLd36dYM4tYbb5zqaIUlMGGJKaNa7NzaXBEFr1kKFc=","tJLd36dYM4tYbb5zqaIUlMGGJKaNa7NzaXBEFr1kKFc=","tJLd36dYM4tYbb5zqaIUlMGGJKaNa7NzaXBEFr1kKFc=","","","","24","52","2018-08-26","en"
"bduB7WuTFgEoaGstaZ3qSUtdf4rvTBRQo+un65NoCvc=","bduB7WuTFgEoaGstaZ3qSUtdf4rvTBRQo+un65NoCvc=","bduB7WuTFgEoaGstaZ3qSUtdf4rvTBRQo+un65NoCvc=","","Bırak sigaranın dumanı dudaklarının sadakası olsun 🚬 😎","","639","841","2018-12-04","en"
"Lc3aJ6xUjN8YwOOjchnSQbLWISIE2rjodcNwycWnZs=","Lc3aJ6xUjN8YwOOjchnSQbLWISIE2rjodcNwycWnZs=","Lc3aJ6xUjN8YwOOjchnSQbLWISIE2rjodcNwycWnZs=","","","","0","0","2019-01-17","en"
"EmVrbBQMecQQlOPmM5DUpMU+nhC4RJLWIgB8siQBxPE=","EmVrbBQMecQQlOPmM5DUpMU+nhC4RJLWIgB8siQBxPE=","EmVrbBQMecQQlOPmM5DUpMU+nhC4RJLWIgB8siQBxPE=","Yemen","If history can do anything it is to remind us that all our judgments are merely relative to time and circumstance","","78","296","2018-09-15","en"
"9sLGFyQ93rt5tMx2uSjmLJHtx9ZsgsrfXK2sydJksc=","9sLGFyQ93rt5tMx2uSjmLJHtx9ZsgsrfXK2sydJksc=","9sLGFyQ93rt5tMx2uSjmLJHtx9ZsgsrfXK2sydJksc=","Alagoas, Brazil","Se espalho o meu amor, será que chega aí? ♥️","https://t.co/Cpa4x8IRtN","16","103","2018-11-06","en"
